city,coverage,providernum,state,speed12,speed11,speed10,speed9,speed8,speed7,speed6,speed5,speed4,speed3,speed2,speed1
lockport,99.6,14,new-york,16.72,14.92,13.2,14.14,73.39,69.35,66.34,87.8,60.16,81.21,76.5,83.63
long-beach,100,12,new-york,112.82,112.93,112.94,176.22,120.78,98.44,98.57,111.43,97.31,142.55,167.73,190.64
long-island-city,100,22,new-york,128.37,152.59,107.87,147.9,138.85,167.7,176.74,185.17,172.98,173.35,153.75,188.09
lynbrook,100,16,new-york,81.76,97.72,95.67,110.93,151.68,81.72,68.53,92.56,94.64,114.05,106.84,90.84
mahopac,99.7,16,new-york,91.67,97.81,90.43,121.21,105.17,109.39,107.65,106.93,106.46,123.32,170.47,161.85
mamaroneck,100,14,new-york,122.74,172.24,182.03,222.53,176.1,177.99,147.14,123.76,160.09,150,125.02,134.57
manhasset,100,18,new-york,106.7,154.07,116.13,115.58,74.57,55.56,65.44,73.93,78,75.67,108.9,61.19
maspeth,100,18,new-york,82.11,89.06,105.88,93.08,136.14,116.33,102.55,101.48,106.24,110.96,85.52,122.69
massapequa,100,13,new-york,90.55,83.8,123.34,117.87,97.76,98.73,108.17,84.83,88.22,156.58,154.9,166.51
massapequa-park,100,14,new-york,92.08,102.92,161.59,123.57,127.11,116.94,104.06,101.02,109.31,117.78,133.07,102.83
medford,100,15,new-york,111.02,112.2,127.01,105.1,108.85,105.33,103.15,98.75,93.99,179.05,121.34,151.51
melville,100,20,new-york,67.38,48.82,45.31,46.93,68.41,44.96,58.16,45.25,43.57,49.22,44.94,50.96
merrick,100,12,new-york,98.42,98.75,98.36,122.27,111.28,113.81,107.1,109.67,98.31,99.45,115.02,96.23
middle-village,100,14,new-york,109.56,113.26,145.18,109.44,158.96,169.59,111.89,150.07,143.1,130,127.77,183.86
middletown,100,14,new-york,108.42,109.36,124.09,132.31,119.5,121.67,120.76,149.45,140.92,56.67,121.14,116.04
mineola,100,15,new-york,89.21,88.56,100.27,101.62,379.36,191.69,81.72,80.99,80.22,103.65,147.58,175.19
monroe,100,12,new-york,106.47,100.79,104.71,89.66,66.53,66.52,207.51,103.2,108.01,104.25,105.27,101.56
monsey,100,16,new-york,81.61,79.82,99.08,91.24,95.76,100.77,134.93,83.95,201.51,126.99,99.9,169.61
mount-vernon,100,16,new-york,248.34,222.34,239.88,250.32,188.31,241.64,263.17,253.59,253.63,241.48,263.45,118.71
nanuet,100,16,new-york,81.89,86.33,90.06,99.86,78.75,105.51,103.02,128.83,156.24,97.48,77.98,72.17
new-city,100,16,new-york,92.65,100.14,95.79,100.27,96.05,92.29,81.93,111.32,108.72,109.85,103.99,147.22
new-hyde-park,100,17,new-york,104.35,104.27,87.49,103.51,89.46,85.46,104.34,204.82,216.29,145.61,148.69,151.76
new-paltz,100,13,new-york,101.25,94.25,86.42,101.77,92.25,149.17,142.77,117.06,111.34,113.35,116.31,122.57
new-rochelle,100,17,new-york,90.81,123.99,128.69,136.08,126.92,138.66,129.22,117.79,107.44,134.45,112.69,134.3
new-windsor,100,14,new-york,70.38,87.89,83.44,68.4,163.76,274.01,271.61,263.41,100.42,65.22,66.87,130.89
new-york,99.9,58,new-york,110.22,112.01,133.88,146.61,147.47,136.17,109.39,109.72,109.02,153.74,164.69,182.32
newburgh,100,13,new-york,108.21,99.51,131.97,115.6,218.05,225.26,225.18,224.99,219.83,154.01,182.8,184.18
niagara-falls,99.9,16,new-york,21.17,17.24,21.11,98.24,101.74,100.37,102.23,101.52,100.99,104.63,105.71,106.34
north-tonawanda,100,15,new-york,17.62,34.95,17.99,12.56,105.49,92.58,45.54,88.03,87.71,54.4,67.48,83.07
northport,100,13,new-york,88.56,107.93,145.85,141.64,142.86,147.79,94.42,129.68,135.28,109.49,146.85,192.09
oakland-gardens,100,11,new-york,92.38,99.95,108.04,98.56,355.34,90.75,173.69,154.04,177.67,139.38,168.56,212.99
oceanside,100,15,new-york,95.11,124.26,102,109.51,103.33,103.66,127.74,125.81,33.23,142.99,114.51,108.36
olean,95.5,11,new-york,18.99,12.32,13.33,17.6,34.6,79.23,66.35,49.99,35.43,78.71,89.27,83.42
oneonta,96.7,15,new-york,60.09,90.64,93.7,93.05,52.47,49.67,30.52,33.03,31.37,97.79,94.02,64.24
orchard-park,100,17,new-york,26.29,16.97,17.93,22.75,50.92,94.27,97.4,97.2,88.87,93.45,95.47,88.79
ossining,100,14,new-york,109.61,99.17,106.34,107.93,110.57,107.55,107.39,115.61,150.05,232.88,245.71,272.19
oswego,100,11,new-york,26.47,95.51,119.78,117.41,98.12,97.64,95.52,42.87,40.48,90.06,85.11,146.36
ozone-park,100,15,new-york,105.5,96.43,178.54,117.21,310.41,278.31,262.97,107.27,181.71,133.16,149.43,185.51
patchogue,100,16,new-york,107.21,126.07,121.33,119.04,101.37,84.52,84.05,47.5,86.73,138.77,178.58,186.29
peekskill,100,17,new-york,145.42,123.54,104.2,69.76,139.77,107.36,105.02,148.97,41.96,154.51,142.54,134.38
penfield,100,14,new-york,21.09,17.63,16.06,23.45,28.28,69.1,88.38,79.96,66.08,91.63,87.4,75.99
pittsford,100,15,new-york,35.95,22.41,16.63,14.83,32.84,82.38,78.42,81.68,61.6,83.56,97.68,98.28
plainview,100,17,new-york,69.4,76.85,80.78,113.65,100.42,81.44,90.81,98.22,110.75,169,149.72,107.53
plattsburgh,99.8,14,new-york,54.18,58.62,60.18,69.77,81.09,79.52,60.38,79.99,91.52,84.54,76.21,81.37
port-chester,100,18,new-york,149.5,90.53,85.21,112.08,85.34,83.07,83.06,83,83.08,88.48,119.08,149.2
port-jefferson-station,100,14,new-york,109.03,108.93,174.67,128.84,105.23,142.05,103.33,142.57,178.73,109.04,110.47,110.1
port-washington,100,17,new-york,121.02,111.97,134.86,102.74,143.37,149.85,102.6,100.87,99.43,119.86,163.8,132.76
poughkeepsie,99.9,18,new-york,106.46,107.07,133.48,172.29,96.79,83.66,72.31,56.21,56.48,90.19,137.99,152.18
queens-village,100,16,new-york,95.07,108.72,112.87,122.62,376.74,298.59,74.51,104.15,104.73,142.82,117.54,153.15
queensbury,99.8,15,new-york,56.98,63.87,66.81,79.95,66.17,65.92,65.02,69.45,56.7,86.46,86.82,81.36
rego-park,100,17,new-york,107.91,108.19,147.2,127.13,115.64,113.9,108.69,132.69,93.48,173.29,174.51,172.8
rensselaer,100,15,new-york,52.7,65.75,81,66.96,87.79,91.83,96.11,92.41,94.19,86.12,81.9,62.76
richmond-hill,100,16,new-york,102.66,99.92,143.83,107.32,157.5,102.07,86.3,51.75,76.81,110.35,171.38,154.03
ridgewood,100,17,new-york,100.85,109.02,116.9,117.07,134.07,108.49,100.71,120.57,124.56,127.18,165.59,157.25
riverhead,100,16,new-york,112.42,112.52,113.01,135.51,111.37,110.57,83.78,183.26,101.66,111.17,106.65,113.94
rochester,100,20,new-york,21.74,19.91,20.08,23.59,67.18,90.55,92.64,89.63,85.47,93.21,90.26,93.15
rockaway-park,100,13,new-york,125.52,97.42,90.55,203.89,98.77,75.96,99.25,100.51,82.17,100.61,99.58,147.34
rockville-centre,100,15,new-york,138.58,133.95,163.82,183.41,141.34,106.6,182.94,223.17,229.28,205.16,167.63,147.53
rome,99.3,12,new-york,96.8,97.35,97.21,98.06,76.49,89.58,91.11,93.25,45.69,97.64,98.84,97.72
ronkonkoma,100,16,new-york,105.84,97.2,107.14,105.31,127.38,103.63,107.9,100.8,108.1,103.07,105.23,110.53
rosedale,100,12,new-york,95.44,96.98,89.6,75.05,97.48,170.16,95.1,126.14,119.79,116.94,73.53,140.75
saint-albans,100,12,new-york,105.52,112.78,156.68,105.81,124.91,130.25,143.25,62.13,131.61,134.02,88.23,180.43
saratoga-springs,100,17,new-york,57.47,65.29,81.31,69.33,83.58,99.6,99.33,113.32,140.01,84.28,88.02,84.14
saugerties,99.9,13,new-york,91.17,100.46,37.45,109.06,218.47,212.33,74.83,71.49,91.06,85.29,113.51,119.94
scarsdale,100,17,new-york,96.9,101.3,97.76,139.1,113.49,129.05,134.39,124.87,153.91,170.92,135.05,153.84
schenectady,100,22,new-york,66.65,85.61,94.71,97.95,97.2,99.03,106.82,103.42,101.81,101.08,105.81,106.87
seaford,100,12,new-york,55.16,56.08,56.13,56.71,86.34,67.27,79.51,96.1,94.96,89.03,89.59,88.42
selden,100,15,new-york,108.96,184.02,188.5,184.58,186.73,159.27,172.11,175.75,173.92,170.08,172.09,189.53
shirley,100,11,new-york,123.12,107.81,110.97,111.12,105.16,103.56,100.89,99.89,107.22,108.13,105.23,101.69
smithtown,100,18,new-york,178.83,151.2,164.24,186.61,126.82,114,109.55,97.64,94.19,153.82,154.28,160.17
south-ozone-park,100,14,new-york,162.59,96.41,109.98,117.93,707.5,406.95,85.91,78.81,161.05,111.19,125.26,189.47
south-richmond-hill,100,15,new-york,96.37,102.64,163.5,146.38,114.51,169.16,74.56,145.22,115.95,140.57,150.64,134.35
spencerport,100,14,new-york,20.51,14.3,12.77,13.11,55.84,63.88,91.79,82.56,77.11,91.79,73.35,81.7
spring-valley,100,17,new-york,103.58,101.24,98.51,99.71,110.31,91.53,105.41,92.43,95.43,98.93,82.4,97.87
springfield-gardens,100,11,new-york,98.26,93.71,109.32,98.84,103.09,65.99,76.46,66.21,77.08,88.47,79.02,80.89
staten-island,100,21,new-york,101.5,102.7,138.31,133.95,113.53,139.76,109.96,105.58,83.3,133.58,158.29,165.08
stony-brook,100,14,new-york,139.6,106.87,107.84,122.43,114.25,147.19,113.8,134.63,112.88,127.31,135.26,113.01
suffern,100,19,new-york,124.33,87.39,137.51,107.39,104.46,94.12,189.1,191.9,192.71,130.12,138.12,226.5
sunnyside,100,18,new-york,94.27,101.61,117.94,105.81,127.41,119.8,112.43,113.57,104.57,103.79,169.21,120.27
syosset,100,18,new-york,147.91,144.78,148.64,201.78,149.51,149.47,149.27,149.38,149.35,149.36,149.48,149.48
syracuse,100,20,new-york,35.18,32.34,33.6,28.09,73.81,89.91,79.18,56.95,89.51,90.45,90.5,88.17
tarrytown,100,18,new-york,81.67,98.87,117.41,91.89,105,103.9,72.29,80.16,75.7,78.55,85.37,97.14
tonawanda,100,16,new-york,43.61,48.16,36.69,42.3,50.13,79.76,78.65,60.2,83.94,63.97,64.99,51.5
troy,100,18,new-york,63.38,66.43,90.19,90.44,91.29,102.45,103.96,98.28,93.43,101.49,95.57,96.86
uniondale,100,16,new-york,179.34,108.57,83.36,89.5,114.4,150.71,74.41,123.68,92.82,89.79,112.3,78.15
utica,99.9,14,new-york,57.24,67.41,85.18,79.8,67.82,52.7,88.86,90.45,94.84,68.17,65.65,67.42
valley-stream,100,18,new-york,81.94,96.37,88.2,108.38,110.03,113.6,81.29,64.31,62.27,106.97,97.14,113.87
vestal,100,16,new-york,57.42,60.69,69.73,79.18,72.62,65.91,86.92,90.02,92.64,80.49,71.06,74.58
wantagh,100,13,new-york,93.62,117.82,99.62,129.5,108.61,109.88,107.55,109.71,108.6,109.39,110.45,92.28
wappingers-falls,100,16,new-york,91.36,146.76,157.67,162.33,135.22,101.2,144.75,133.09,69.28,136.79,101.74,137.43
warwick,100,10,new-york,106.28,108.48,155.91,179.11,101.22,105.57,104.71,105.24,104.52,75.91,75.07,76.59
watertown,97.7,14,new-york,57.91,60.37,71.68,84.48,88.17,92.84,89.08,92.51,94.12,91.69,84.65,89.68
watervliet,100,14,new-york,66.7,107.37,107.99,108.58,107.56,106.55,107.75,109.24,108.57,108.34,109.56,108.98
webster,100,15,new-york,15.16,15.75,14.02,21.65,88.09,88.42,103.41,92.91,90.01,96.73,76.98,90.47
west-babylon,100,16,new-york,107.99,111.07,104.18,112.14,156.96,182.87,62.3,75.13,108.77,169.92,165.25,155.06
west-hempstead,100,13,new-york,80.51,83.87,95.9,80.53,86.29,102.37,87.32,147.41,154.72,90.78,90.63,101.28
west-islip,100,15,new-york,134.22,110.64,174.82,179.23,185.81,186.03,102.05,187.6,187.9,189.67,184.5,181.26
westbury,100,18,new-york,104.53,110.12,98.96,114.11,112.11,108.05,141.84,142.95,138.13,147.63,133.39,146.22
white-plains,100,28,new-york,131.68,130.66,131.89,130.58,135.49,141.87,142.82,136.67,91.54,87.98,90.41,90.57
whitestone,100,12,new-york,99.24,83.26,90.54,111.22,157.84,159.22,164.74,161.05,105.06,95.23,100.98,142.44
woodhaven,100,13,new-york,109.43,102.16,149.01,133.26,143.41,143.6,170.69,109.99,84.28,146.86,165.93,183.21
woodside,100,18,new-york,109.49,115.35,115.05,135.95,141.17,111.03,144.24,181.98,174.19,126.75,161.78,152.45
yonkers,100,20,new-york,111.29,110.65,124.23,150.29,106.77,103.95,103.67,96.42,90.39,93.7,98.19,130.88
yorktown-heights,100,16,new-york,146.68,107.28,158.95,195.18,191.53,193.76,176.84,128.94,108.14,122.99,135.63,144.84
aberdeen,94.1,10,north-carolina,44.82,57.94,59.07,79.22,51.03,43.77,45.69,71.11,76.53,81.11,48.19,61.29
advance,100,11,north-carolina,40.67,47.57,38.1,51.49,53.27,20.87,9.8,12.5,12.75,57.6,70.13,69.57
ahoskie,89.2,9,north-carolina,73.46,53.43,57.19,60.53,97.78,102.49,49.66,43.47,45.18,93.63,167.76,95.32
albemarle,99.6,7,north-carolina,69.11,63.5,65.5,79.99,64.02,93.28,62.23,64.9,64.85,86.36,103.41,133.54
angier,95.2,9,north-carolina,23.32,55.99,43.35,48.34,115.8,183.02,39.97,60.78,65.24,63.64,78.93,59.96
apex,97.7,14,north-carolina,98.53,102.89,124.04,128.4,200.41,181.11,123.05,114.53,128.3,134.49,131.7,126.39
arden,99.9,13,north-carolina,81.46,75.17,78.01,73.75,92.54,95.1,95.52,89.61,83.65,106,94.31,100.9
asheboro,98,13,north-carolina,73.45,67.25,68.27,71.12,84.46,84.27,64.73,90.01,87.17,60.73,63.2,74.48
asheville,99.9,17,north-carolina,61.42,62.37,63.21,72.18,86.6,98.38,94.29,98.34,94.31,103.9,119.11,108.12
ayden,81.4,8,north-carolina,9.45,11.39,8.89,9.03,18.84,9.56,9.65,8.88,16.85,9.49,16.14,14.21
beaufort,99.9,7,north-carolina,64.7,71.44,77.89,82.03,36.62,53.3,95.57,60.49,61.3,72.9,42.74,90.03
belmont,100,12,north-carolina,96.2,104.33,102.2,98.84,116.82,113.45,56.3,59.91,63.13,83.57,139.77,144.82
benson,82.6,9,north-carolina,21.59,56.79,58.93,51.83,18.33,23.59,16.32,18.07,13.02,13.7,22.55,26.08
bessemer-city,99.7,9,north-carolina,45.65,58.65,62.66,54.65,75.58,110.27,99.51,43.73,42.13,61.79,23.71,78.27
black-mountain,91.8,11,north-carolina,60.21,59.07,69.26,65.24,80.33,62.94,65.72,81.44,159.79,87.37,101.44,90.92
boone,98.9,10,north-carolina,62.02,69.77,62.23,80.91,85.4,97.34,84.06,143.34,163.93,117.21,79.8,127.61
brevard,83.6,7,north-carolina,66.73,56.24,56.59,65.21,150.5,149.8,99.5,94.26,96.36,66.86,49.1,42.63
browns-summit,92.8,12,north-carolina,45.54,138.92,96.68,96.85,92.96,45.11,78.24,68.15,68.47,95.79,183.18,84.48
burgaw,70.1,9,north-carolina,92.87,107.22,75.16,109.47,120.08,71.53,42.19,81.38,85.27,88.13,31.16,64.67
burlington,98,16,north-carolina,84.58,100.23,83.53,125.73,104.34,103.55,67.12,89.53,91.23,80.36,95.58,70.93
burnsville,91.3,12,north-carolina,24.16,28.29,40.28,47.86,36.59,79.25,65.02,50.89,24.52,45.34,24.72,42.58
butner,53.9,7,north-carolina,9.28,22.15,0,62.61,0,46.12,3.23,62.99,3.33,2.42,2.8,43.39
cameron,91.6,10,north-carolina,65.01,72.22,47.12,67.25,75.23,61.43,44.66,47.64,46.8,55.39,58.35,45.59
camp-lejeune,95.9,8,north-carolina,59.3,66.88,85.1,97.02,99.35,96.91,96.2,99.35,125.26,109.41,40.31,61.25
candler,99.8,10,north-carolina,62.71,62.28,62.89,63.02,79.79,70.52,73.72,109.32,87.72,114.76,114.28,115.16
canton,84.9,9,north-carolina,93.34,62.17,62.07,62.07,65.18,101.85,63.61,92.36,99.16,107.52,101.53,92.35
carrboro,100,13,north-carolina,74.53,91.71,80.03,83.7,83.9,79.38,61.44,72.35,81.68,94.61,92.22,108.26
carthage,82.3,11,north-carolina,36.61,44.04,30.26,28.72,55.04,43.98,55.26,38.24,32.21,10.98,24.55,35.47
cary,100,19,north-carolina,104.8,122.41,130.92,133.03,134.79,82.88,134.11,152.16,161.33,137.05,136.17,151.06
chapel-hill,99.7,19,north-carolina,107.79,115.57,133.39,129.04,223.16,187.55,154.37,227.34,199.09,117.57,103.25,110.96
charlotte,100,33,north-carolina,103.41,101.58,113.14,132.87,154.53,159.65,125.07,101.28,144.38,105.34,100.29,106.17
cherryville,99,10,north-carolina,108.48,42.17,90.52,79.92,71.7,79.36,77.35,169.34,171.96,60.49,57.83,68.05
china-grove,99.8,10,north-carolina,88.85,56.97,52.48,51.72,65.62,7.8,132.58,48.36,41.45,67.68,23.39,29.27
claremont,99.3,11,north-carolina,62.47,103.82,297.98,103.57,176.9,19.77,36.74,25.08,53.59,70.94,76.22,88.94
clayton,99.8,12,north-carolina,75.96,72.88,80.16,93.23,135.97,162.8,105.75,116.29,77.34,60,39.4,125.92
clemmons,100,13,north-carolina,95.89,112.4,80.1,91.64,97.04,97.46,95.96,95.94,99.19,96.53,93.71,99.7
clinton,40.6,7,north-carolina,14.15,15.71,21.92,19.9,16.48,16.06,22.14,24.02,13.6,21.49,18.35,27.55
clyde,72.3,9,north-carolina,49.24,57.94,56.51,59.88,60.36,43.51,63.26,66.33,64.57,66.63,122.94,67.69
concord,99.9,13,north-carolina,84.74,93.57,93.9,99.75,105.75,90.22,147.29,173.02,136.36,126.25,128.17,146.42
connellys-springs,95.6,11,north-carolina,55.6,57.14,42.94,74.65,93.17,28.78,191.46,81.75,60.82,177.79,96.23,132.44
conover,99.7,12,north-carolina,62.35,63.2,99.19,92.11,94.33,150.33,38.76,201.9,176.68,125.06,61.5,98.32
cornelius,99.9,14,north-carolina,136.62,98.98,85.6,124.05,135.47,114.75,99.32,138.54,134.65,148.01,139.03,107.39
creedmoor,93.4,12,north-carolina,93.48,113.64,110.84,117.61,67.89,70.95,65.66,73.74,75.89,152.06,142.98,111.53
cullowhee,58.9,7,north-carolina,31.14,27.52,32.28,40.38,32.46,33.99,78.57,31.19,26.87,38.62,34.11,28.21
dallas,99.1,12,north-carolina,59.75,46.24,55.13,62.6,68.1,174.8,109.71,66.42,117.49,59.81,59.74,40.17
davidson,97.4,15,north-carolina,71.74,67.49,71.17,77.72,59.43,120.44,77.93,79.82,56.09,63.88,48.66,53.09
denver,100,11,north-carolina,61.93,74.54,107.15,59.21,105.34,189.45,54.09,54.63,53.8,120.73,91.11,95.62
dudley,100,8,north-carolina,69.55,63.65,90.1,101.47,213.35,65.66,64.01,96.18,117.61,115.34,128.59,133.26
dunn,82.9,8,north-carolina,13.97,40.64,63.52,53.99,46.2,14.43,9.5,19.36,22.92,36.77,26.07,50.35
durham,99.8,18,north-carolina,101.92,100.83,112.38,112.2,100.07,97.29,94.17,86.99,96.8,117.13,133.78,120.31
eden,98.9,12,north-carolina,66.84,87.24,70.68,174.07,79.91,127.6,80.67,102.85,102.47,78.63,67.61,79.05
edenton,98.5,7,north-carolina,82.16,61.36,59.32,53.99,57.59,76.72,65.85,64.87,66.75,84.07,91.76,54.89
elizabeth-city,99.9,13,north-carolina,96.16,109.37,90.66,107.91,75.58,95.96,101.71,97.93,105.94,96.61,109.25,138.66
elizabethtown,93.1,7,north-carolina,87.56,63.39,71.77,111.83,92.25,92.25,60.36,57.89,71.66,76.98,60.38,57.56
elkin,99.9,13,north-carolina,176.52,90.46,75.94,71.9,69.97,96.03,103.52,68.34,80.05,91.62,109.45,115.27
elon,91.8,14,north-carolina,58.5,62.87,218.11,84.59,49.64,107.15,63.77,44.42,78.41,65.6,65.98,38.14
fairmont,48,8,north-carolina,11.82,13.86,15.02,11.02,25.16,6.42,12.65,7.39,14.02,5.11,0,91.4
fayetteville,99.6,16,north-carolina,81.78,76.49,104.43,98.9,161.88,164.91,108.26,89.77,95.86,98.58,95.93,46.66
fletcher,97.6,12,north-carolina,36.06,50.65,36,27.23,26.3,38.28,41.59,47.38,27.92,32.95,37.01,44.48
forest-city,90.7,11,north-carolina,65.48,56.48,56.26,49.36,49.51,46.97,23.07,14.84,14.8,65.14,69.43,56.49
fort-bragg,100,11,north-carolina,97.28,85.61,122.45,102.4,128.6,110.94,104.17,137.42,154.82,151.79,150.07,142.59
four-oaks,72.9,10,north-carolina,20.1,9.58,15.35,28.58,28.46,18.22,21.21,19.02,21,19.69,9.39,21.79
franklin,58.5,9,north-carolina,6.17,6.21,12.75,11.34,11.37,11.35,11.28,11.23,11.64,14.75,11.33,14.08
franklinton,91,9,north-carolina,80.58,50.49,16.5,22.66,59.9,43.81,18.69,20,18.12,25.76,44.42,45.54
fuquay-varina,98.8,11,north-carolina,83.81,95.7,95.21,112.8,185.83,175.11,116.39,104.5,82.41,68.83,92.91,84.23
garner,100,15,north-carolina,97.09,100.32,102.75,98.93,81.17,109.06,127.23,64.3,85.29,118.24,125.43,108.29
gastonia,100,15,north-carolina,81.96,83.44,89.26,106.88,112.51,160.37,157.83,140.02,98.2,100.67,109.58,116.43
gibsonville,97.5,11,north-carolina,14.76,5.25,21.99,40.68,19.08,24.75,8.68,3.13,30.93,10.04,32.75,40.03
goldsboro,99.6,12,north-carolina,94.41,97.55,108.76,100.9,206.12,215.14,98.41,124.59,138.1,142.37,141.86,113.05
graham,99.9,12,north-carolina,72.12,72.68,70.47,69.89,99.68,126.2,58.71,130.08,66.86,95.88,82.53,92.54
granite-falls,99,11,north-carolina,86.96,62.25,88.19,63.13,73.59,64.76,80.36,155.6,70.48,67.1,121.96,97.82
greensboro,100,19,north-carolina,95.31,84.64,85.69,93.59,90.24,102.73,99.99,99.67,129.59,91.42,94.04,91.28
greenville,99.2,12,north-carolina,85.12,79.27,90.14,113.33,90.31,118.96,158.2,165.93,170.85,95.75,112.9,104.89
hamlet,97.4,11,north-carolina,28.07,47.93,65.75,19.11,113.66,104.58,117.86,118.11,98.25,36.16,16.84,61.63
hampstead,99,9,north-carolina,73.54,67.39,69.18,81.43,79.03,87.16,99.27,90.8,86,112.35,102.14,98.35
harrisburg,100,11,north-carolina,62.72,62.14,61.95,72.81,63.28,120.65,59.33,75.84,65.26,99.12,88.82,115.8
havelock,99.8,10,north-carolina,76.43,83.55,100.08,91.44,84.89,94.83,97.58,90.74,81.02,93.39,90.84,91.19
henderson,96.3,12,north-carolina,138.53,62.69,97.9,96.19,96.96,82.36,134.71,98.8,74.58,66.32,66.19,80.53
hendersonville,89.7,12,north-carolina,17.65,18.11,17.67,17.55,18.54,18.6,18.57,18.79,17.54,14.47,18.66,18.52
hertford,96.9,11,north-carolina,23.42,39.52,49.43,17.89,38.46,53.2,13.72,16.13,13.27,6.56,55.03,29.04
hickory,99.2,14,north-carolina,78.17,62.83,70.29,101.64,97.31,175.92,102.24,40.5,81.55,120.73,87.22,109.97
high-point,100,14,north-carolina,91.83,84.47,91.13,103.12,102.5,104.05,99.08,106.53,108.09,89.95,98.35,96.05
hillsborough,96.5,14,north-carolina,61.74,74.5,102.9,100.76,101.35,71.05,69.52,68.39,71.19,73.48,75.01,77.57
holly-springs,98.3,14,north-carolina,89.92,84.71,88.08,110.8,84.59,74.22,57.84,46.43,62.58,111.93,169.89,129.25
hope-mills,100,10,north-carolina,72.67,67.02,57.93,119.6,134.01,114.91,105.17,98.74,98.33,98.99,99.21,94.11
hubert,100,7,north-carolina,62.87,97.48,99.23,95.24,91.67,168.53,95.55,99.22,98.27,97.54,98.76,98.2
hudson,99.7,13,north-carolina,99.29,77.39,62.97,101.35,68.03,93.02,97.35,64.9,81.92,200.48,208.16,206.89
huntersville,100,16,north-carolina,99.26,118.8,98.09,164.02,166.69,189.25,277.76,202.65,184.49,120.4,133.52,122.36
indian-trail,100,14,north-carolina,117.92,101.78,96.11,115.02,175.16,163.3,106.67,156.74,168.9,145.99,137.82,158.27
jacksonville,100,12,north-carolina,65.02,70.57,91.17,96,97.46,93.88,86.12,89.47,95.46,93.22,83.95,77.46
jamestown,100,12,north-carolina,162.86,43.1,71.14,132.17,310.03,271.95,63.97,84.66,54.91,64.16,33.77,40.95
kannapolis,100,9,north-carolina,161.98,140.29,148.62,173.4,133.74,193.22,112.78,173.72,125.45,158.67,156.8,158.85
kernersville,99.9,16,north-carolina,81.78,82.51,83.07,94.95,111.35,107.37,101.5,99.3,102.63,101.62,115.12,104.06
kill-devil-hills,99.9,9,north-carolina,60.03,67.43,106.52,60.76,76.53,96.75,95.79,70.7,71.37,69.55,94.83,103.67
king,99.7,10,north-carolina,66.55,63.48,91.28,76.67,105.41,105.08,55.92,155.86,81.56,95.85,99.25,96.85
kings-mountain,99.7,10,north-carolina,71.78,57.55,114.15,65.98,60.39,152.4,154.73,71.85,121.63,102.51,100.74,76.06
kinston,96,8,north-carolina,50.33,47.92,49.35,68.84,187.73,190.96,63.17,74.3,88.94,62.13,73.19,97.07
knightdale,100,10,north-carolina,100.87,105.95,106.73,107.36,116.13,93.85,98.18,105.3,92.09,111.84,130.86,105.54
la-grange,83.8,10,north-carolina,9.34,9.43,34.03,68.46,17.89,9.46,9.46,19.46,22.5,16.27,9.53,18.73
laurinburg,93.8,10,north-carolina,46.43,62.08,60.42,63.67,46.81,73.36,85.68,48.88,51,60.98,64.18,49.03
leicester,89.4,10,north-carolina,61.18,61.9,62.31,62.38,60.87,71.22,63.69,140.91,63.97,69.15,30.74,99.59
leland,88.9,11,north-carolina,89.66,94.88,99.04,97.79,99.3,133.94,134.23,117.42,126.97,119.2,147.26,102.73
lenoir,97,13,north-carolina,61.97,62.89,71.97,89.67,103.01,173.77,66.85,92.55,157.45,105.85,119.57,145.54
lewisville,100,11,north-carolina,54.05,135.82,61.08,101.1,84.91,62.1,59.81,80.11,65.37,58.6,54.32,44.87
lexington,99.9,11,north-carolina,66.47,80.43,62.86,107.55,63.62,52.67,42.2,43.12,58.17,63.91,124.07,130.83
liberty,85.9,10,north-carolina,23.83,23.13,7.83,8.63,9.07,39.6,67.13,18.4,14.3,10.49,20.45,19.44
lillington,93.8,9,north-carolina,53.81,57.93,59.67,50.22,55.82,7.84,22.03,39.59,51.47,48.17,50.62,38.79
lincolnton,98,9,north-carolina,63.03,63.18,84.32,79.98,91.65,97.99,122.7,86.31,72.37,99.59,95.37,91.76
